,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,IDENTIFIER,
"3432,01-15-0270-46,01-212,GUATEMALA,VILLA NUEVA,LICEO_PIERRE_DE_FERMAT,""4ª. AVENIDA 6-40, ZONA 1, VILLA NUEVA, GUATEMALA"",66364884,HAROLDO ENRIQUE NAVAS PAZ,MARIA ALBERTINA SANTIZO MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA SUR,LICEO_PIERRE_DE_FERMAT | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | GUATEMALA,",,,,,,,,,,,,,,,,,,,
"3433,01-15-0271-46,01-411,GUATEMALA,VILLA NUEVA,LICEO_PIERRE_DE_FERMAT,""4A. AVENIDA 6-40, ZONA 1"",66364884,JUAN ENRIQUE MARTINEZ SOLANO,MARIA ALBERTINA SANTIZO MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,LICEO_PIERRE_DE_FERMAT | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,",,,,,,,,,,,,,,,,,,,
3434,01-15-0273-46,01-411,GUATEMALA,VILLA NUEVA,LICEO_PIERRE_DE_FERMAT,4A. AVENIDA 6-40 ZONA 1,66364884,JUAN ENRIQUE MARTINEZ SOLANO,MARIA ALBERTINA SANTIZO MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,LICEO_PIERRE_DE_FERMAT | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
3496,01-15-0523-46,01-411,GUATEMALA,VILLA NUEVA,LICEO_PIERRE_DE_FERMAT,4 CALLE 6-40 ZONA 1,66364884,JUAN ENRIQUE MARTINEZ SOLANO,MARIA ALBERTINA SANTIZO MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,LICEO_PIERRE_DE_FERMAT | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
3497,01-15-0524-46,01-411,GUATEMALA,VILLA NUEVA,LICEO_PIERRE_DE_FERMAT,4 CALLE 6-40 ZONA 1,66364884,JUAN ENRIQUE MARTINEZ SOLANO,MARIA ALBERTINA SANTIZO MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,LICEO_PIERRE_DE_FERMAT | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
3506,01-15-0554-46,01-411,GUATEMALA,VILLA NUEVA,LICEO_PIERRE_DE_FERMAT_II,6A. CALLE 2-86 ZONA 1,66313576,JUAN ENRIQUE MARTINEZ SOLANO,CLAUDIA MARIA CHILIN SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA SUR,LICEO_PIERRE_DE_FERMAT_II | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
2022,00-18-8738-46,01-111,CIUDAD_CAPITAL,ZONA 18,LICEO_PINARES,59 AV. 'B' 6-28 COLONIA PINARES DEL NORTE,22571182,ROSA ALBA LOPEZ PIRIR,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,LICEO_PINARES | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
6015,03-01-0186-46,03-010,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO_POLITECNICO_PEDAGOGICO_ANTIGUENO,BARRI0 SAN LUQUITAS NO. 29,79370154,ZOILA ESTHELA JONFE OROZCO,INGRID LISBETH SOLORZANO SOLIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SACATEPÉQUEZ,LICEO_POLITECNICO_PEDAGOGICO_ANTIGUENO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SACATEPEQUEZ,
6018,03-01-0192-46,03-010,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO_POLITECNICO_PEDAGOGICO_ANTIGUENO,BARRIO SAN LUQUITAS NO. 29,77954936,ZOILA ESTHELA JONFE OROZCO,INGRID LISBETH SOLORZANO SOLIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SACATEPÉQUEZ,LICEO_POLITECNICO_PEDAGOGICO_ANTIGUENO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SACATEPEQUEZ,
6013,03-01-0182-46,03-010,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO_POLITECNICO_PEDAGOGICO_ANTIGUENO,BARRIO SAN LUQUITAS NO. 29,79370154,ZOILA ESTHELA JONFE OROZCO,INGRID LISBETH SOLORZANO SOLIS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,SACATEPÉQUEZ,LICEO_POLITECNICO_PEDAGOGICO_ANTIGUENO | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | SACATEPEQUEZ,
"4641,22-01-2002-46,22-006,JUTIAPA,JUTIAPA,LICEO_PREUNIVERSITARIO,""KILOMETRO 111 CARRETERA INTERAMERICANA, ALDEA AMAYITO"",78232524,RONY ESTUARDO SANDOVAL MEDINA,NANCY PAOLA ZEPEDA SANTOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,JUTIAPA,LICEO_PREUNIVERSITARIO | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | JUTIAPA,",,,,,,,,,,,,,,,,,,,
"431,04-01-2270-46,04-020,CHIMALTENANGO,CHIMALTENANGO,LICEO_PREUNIVERSITARIO,""3A. CALLE 7-54, ZONA 3"",78394519,SANDRA NINETH LOPEZ GUTIERREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,VESPERTINA,DIARIOREGULAR,CHIMALTENANGO,LICEO_PREUNIVERSITARIO | TEMPORAL_TITULOS | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CHIMALTENANGO,",,,,,,,,,,,,,,,,,,,
"432,04-01-2272-46,04-020,CHIMALTENANGO,CHIMALTENANGO,LICEO_PREUNIVERSITARIO,""3A. CALLE 7-54, ZONA 3"",78394519,SANDRA NINETH LOPEZ GUTIERREZ,NA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,DOBLE,FIN_DE_SEMANA,CHIMALTENANGO,LICEO_PREUNIVERSITARIO | TEMPORAL_TITULOS | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CHIMALTENANGO,",,,,,,,,,,,,,,,,,,,
2248,05-01-0310-46,05-003,ESCUINTLA,ESCUINTLA,LICEO_PREUNIVERSITARIO_CIENCIA_Y_TECNOLOGIA,6TA. AVE. 2-52 ZONA 1,54547864,NILDA JANETHE IBARRA BARRERA,LILY BEATRIZ ORELLANA SARCEÑO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,ESCUINTLA,LICEO_PREUNIVERSITARIO_CIENCIA_Y_TECNOLOGIA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | ESCUINTLA,
2247,05-01-0309-46,05-003,ESCUINTLA,ESCUINTLA,LICEO_PREUNIVERSITARIO_CIENCIA_Y_TECNOLOGIA,6TA. AVE. 2-52 ZONA 1,54547864,NILDA JANETHE IBARRA BARRERA,LILY BEATRIZ ORELLANA SARCEÑO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,LICEO_PREUNIVERSITARIO_CIENCIA_Y_TECNOLOGIA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
2249,05-01-0311-46,05-003,ESCUINTLA,ESCUINTLA,LICEO_PREUNIVERSITARIO_CIENCIA_Y_TECNOLOGIA,6TA. AVE. 2-52 ZONA 1,41490442,NILDA JANETHE IBARRA BARRERA,LILY BEATRIZ ORELLANA SARCEÑO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,LICEO_PREUNIVERSITARIO_CIENCIA_Y_TECNOLOGIA | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
1687,00-09-7225-46,01-505,CIUDAD_CAPITAL,ZONA 9,LICEO_PREUNIVERSITARIO_DE_COMPUTACION,7A. AVENIDA 10-38,24640450,MARIA TERESA MILIAN AVILES,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA ORIENTE,LICEO_PREUNIVERSITARIO_DE_COMPUTACION | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
1686,00-09-7223-46,01-505,CIUDAD_CAPITAL,ZONA 9,LICEO_PREUNIVERSITARIO_DE_COMPUTACION,7A. AVENIDA 10-38,24640450,MARIA TERESA MILIAN AVILES,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA ORIENTE,LICEO_PREUNIVERSITARIO_DE_COMPUTACION | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CIUDAD_CAPITAL,
1690,00-09-7724-46,01-405,CIUDAD_CAPITAL,ZONA 9,LICEO_PREUNIVERSITARIO_DE_COMPUTACION,7A. AVENIDA 10-38,24640450,SERGIO LEONEL CIFUENTES CIFUENTES,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA ORIENTE,LICEO_PREUNIVERSITARIO_DE_COMPUTACION | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
1697,00-09-9269-46,01-405,CIUDAD_CAPITAL,ZONA 9,LICEO_PREUNIVERSITARIO_DE_COMPUTACION,7A. AVENIDA 10-38,24640450,SERGIO LEONEL CIFUENTES CIFUENTES,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA ORIENTE,LICEO_PREUNIVERSITARIO_DE_COMPUTACION | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
"3804,13-01-0143-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_DE_INFORMATICA,""4A. AVENIDA 1-30, ZONA 1"",77648784,CLARA ARMIDA MORALES CASTILLO,MIGDALIA AZUCELY LOPEZ VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_DE_INFORMATICA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
"3846,13-01-0302-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_DE_INFORMATICA,""4A. AVENIDA 1-30, ZONA 1"",77648784,CLARA ARMIDA MORALES CASTILLO,NIVEA MARINA RIVAS GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_DE_INFORMATICA | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,",,,,,,,,,,,,,,,,,,,
3805,13-01-0145-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_DE_INFORMATICA,4 AVENIDA 1-30 ZONA 1,77648784,CLARA ARMIDA MORALES CASTILLO,MIGDALIA AZUCELY LOPEZ VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_DE_INFORMATICA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
3813,13-01-0171-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_DE_INFORMATICA,4A AVENIDA 1-30 ZONA 1 DE LA CIUDAD,77648784,CLARA ARMIDA MORALES CASTILLO,CLAUDIA HERCILIA RECINOS RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_DE_INFORMATICA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | HUEHUETENANGO,
3704,01-16-9734-46,01-217,GUATEMALA,VILLA CANALES,LICEO_PREUNIVERSITARIO_DE_INFORMATICA_Y_TECNOLOGIA,1A. AVENIDA 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,CARLOS ANIBAL LOPEZ,WILMAN ANTONIO GALINDO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA ORIENTE,LICEO_PREUNIVERSITARIO_DE_INFORMATICA_Y_TECNOLOGIA | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | GUATEMALA,
3669,01-16-0106-46,01-405,GUATEMALA,VILLA CANALES,LICEO_PREUNIVERSITARIO_DE_INFORMATICA_Y_TECNOLOGIA,1A. AVENIDA 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,SERGIO LEONEL CIFUENTES CIFUENTES,WILMAN ANTONIO GALINDO LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA ORIENTE,LICEO_PREUNIVERSITARIO_DE_INFORMATICA_Y_TECNOLOGIA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
3705,01-16-9736-46,01-405,GUATEMALA,VILLA CANALES,LICEO_PREUNIVERSITARIO_DE_INFORMATICA_Y_TECNOLOGIA,1A. AVENIDA 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,SERGIO LEONEL CIFUENTES CIFUENTES,WILMAN ANTONIO GALINDO LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA ORIENTE,LICEO_PREUNIVERSITARIO_DE_INFORMATICA_Y_TECNOLOGIA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
3706,01-16-9738-46,01-405,GUATEMALA,VILLA CANALES,LICEO_PREUNIVERSITARIO_DE_INFORMATICA_Y_TECNOLOGIA,1A. AVENIDA 1-41 ZONA 2 ALDEA EL PORVENIR,56985536,SERGIO LEONEL CIFUENTES CIFUENTES,WILMAN ANTONIO GALINDO LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA ORIENTE,LICEO_PREUNIVERSITARIO_DE_INFORMATICA_Y_TECNOLOGIA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
70,16-01-8294-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_PREUNIVERSITARIO_DEL_NORTE,3A. AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10,79417346,GLENDA DINORA GARCIA DELGADO,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,ALTA VERAPAZ,LICEO_PREUNIVERSITARIO_DEL_NORTE | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | ALTA_VERAPAZ,
72,16-01-8331-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_PREUNIVERSITARIO_DEL_NORTE,3A. AVENIDA 8-32 BARRIO LA LIBERTAD ZONA 10,79417346,GLENDA DINORA GARCIA DELGADO,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ALTA VERAPAZ,LICEO_PREUNIVERSITARIO_DEL_NORTE | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ALTA_VERAPAZ,
82,16-01-9956-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_PREUNIVERSITARIO_DEL_NORTE,2A. CALLE 4-61 ZONA 4,79514754,GLENDA DINORA GARCIA DELGADO,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ALTA VERAPAZ,LICEO_PREUNIVERSITARIO_DEL_NORTE | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ALTA_VERAPAZ,
56,16-01-1393-46,16-031,ALTA_VERAPAZ,COBAN,LICEO_PREUNIVERSITARIO_DEL_NORTE,2A. CALLE 6-41 ZONA 4,79417346,GLENDA DINORA GARCIA DELGADO,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN_DE_SEMANA,ALTA VERAPAZ,LICEO_PREUNIVERSITARIO_DEL_NORTE | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | VESPERTINA | ALTA_VERAPAZ,
2373,05-02-0108-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO_PREUNIVERSITARIO_DEL_SUR,4A. AVENIDA 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,CRISTIAN ALEXANDER PÉREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,ESCUINTLA,LICEO_PREUNIVERSITARIO_DEL_SUR | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | ESCUINTLA,
2406,05-02-2572-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO_PREUNIVERSITARIO_DEL_SUR,4A. AV. 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,CRISTIAN ALEXANDER PEREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,ESCUINTLA,LICEO_PREUNIVERSITARIO_DEL_SUR | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | ESCUINTLA,
"2375,05-02-0110-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO_PREUNIVERSITARIO_DEL_SUR,""5TA. AVENIDA """"A"""" 2-49 ZONA 1"",78821508,JUAN FRANCISCO GODOY DAVILA,CRISTIAN ALEXANDER PÉREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ESCUINTLA,LICEO_PREUNIVERSITARIO_DEL_SUR | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ESCUINTLA,",,,,,,,,,,,,,,,,,,,
2398,05-02-2044-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO_PREUNIVERSITARIO_DEL_SUR,4A. AVENIDA 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,CRISTIAN ALEXANDER PEREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,LICEO_PREUNIVERSITARIO_DEL_SUR | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
2364,05-02-0082-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO_PREUNIVERSITARIO_DEL_SUR,4A. AVENIDA 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,CRISTIAN ALEXANDER PEREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIOREGULAR,ESCUINTLA,LICEO_PREUNIVERSITARIO_DEL_SUR | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | MATUTINA | ESCUINTLA,
2410,05-02-2651-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO_PREUNIVERSITARIO_DEL_SUR,4A. AVENIDA 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,CRISTIAN ALEXANDER PEREZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,LICEO_PREUNIVERSITARIO_DEL_SUR | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
2007,00-18-0182-46,01-316,CIUDAD_CAPITAL,ZONA 18,LICEO_PREUNIVERSITARIO_DR_NELSON_MANDELA,CA-9 NORTE (RUTA ATLNTICO) 34-05,54654140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCÓN DE RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,GUATEMALA NORTE,LICEO_PREUNIVERSITARIO_DR_NELSON_MANDELA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
2006,00-18-0180-46,01-316,CIUDAD_CAPITAL,ZONA 18,LICEO_PREUNIVERSITARIO_DR_NELSON_MANDELA,CA-9 NORTE (RUTA ATLNTICO) 34-05,54657140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCÓN DE RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA NORTE,LICEO_PREUNIVERSITARIO_DR_NELSON_MANDELA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | CIUDAD_CAPITAL,
2008,00-18-0183-46,01-316,CIUDAD_CAPITAL,ZONA 18,LICEO_PREUNIVERSITARIO_DR_NELSON_MANDELA,CA-9 NORTE (RUTA ATLNTICO) 34-05,54657140,CARLOS HUMBERTO GONZALEZ DE LEON,ELSIA ENELDINA MORALES ALARCÓN DE RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN_DE_SEMANA,GUATEMALA NORTE,LICEO_PREUNIVERSITARIO_DR_NELSON_MANDELA | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | MATUTINA | CIUDAD_CAPITAL,
3896,13-01-6885-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_EMPRESARIAL_DEL_NOROCCIDENTE,5AV. 7-147 ZONA 1,77641004,CLARA ARMIDA MORALES CASTILLO,NA,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL_TITULOS,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_EMPRESARIAL_DEL_NOROCCIDENTE | TEMPORAL_TITULOS | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,
"2729,01-05-0063-46,01-106,GUATEMALA,PALENCIA,LICEO_PREUNIVERSITARIO_INTEGRAL_GUATEMALTECO_EMPRESARIAL,""SECTOR II LOTE 74, SANTA LUCIA LOS OCOTES APARTAMENTO B"",59791931,CESAR ARNOLDO MARTINEZ GARCIA,OSCAR LEONEL CHARUC CHOGUIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,GUATEMALA NORTE,LICEO_PREUNIVERSITARIO_INTEGRAL_GUATEMALTECO_EMPRESARIAL | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | GUATEMALA,",,,,,,,,,,,,,,,,,,,
2728,01-05-0062-46,01-403,GUATEMALA,PALENCIA,LICEO_PREUNIVERSITARIO_INTEGRAL_GUATEMALTECO_EMPRESARIAL,SECTOR II LOTE 74 SANTA LUCIA LOS OCOTES APARTAMENTO B,59791931,CARLOS HUMBERTO GONZALEZ DE LEON,OSCAR LEONEL CHARUC CHOGUIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,GUATEMALA NORTE,LICEO_PREUNIVERSITARIO_INTEGRAL_GUATEMALTECO_EMPRESARIAL | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | GUATEMALA,
6493,12-15-0096-46,12-032,SAN_MARCOS,MALACATAN,LICEO_PREUNIVERSITARIO_LA_FE,1RA. AVENIDA 1-41 ZONA 1,48774419,LUIS EMILIO LEÓN CALVILLO,MARIA CONCEPCIÓN TEO SOLIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SAN MARCOS,LICEO_PREUNIVERSITARIO_LA_FE | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SAN_MARCOS,
6494,12-15-0097-46,12-032,SAN_MARCOS,MALACATAN,LICEO_PREUNIVERSITARIO_LA_FE,1RA. AVENIDA 1-41 ZONA 1,48774419,LUIS EMILIO LEÓN CALVILLO,MARIA CONCEPCIÓN TEO SOLIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SAN MARCOS,LICEO_PREUNIVERSITARIO_LA_FE | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SAN_MARCOS,
6515,12-15-0144-46,12-034,SAN_MARCOS,MALACATAN,LICEO_PREUNIVERSITARIO_LA_FE,1A. AVENIDA 1-41 ZONA 1,48774419,OSCAR LEONEL OROZCO MONZON,MARÍA CONCEPCIÓN TEO SOLÍS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SAN MARCOS,LICEO_PREUNIVERSITARIO_LA_FE | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SAN_MARCOS,
3960,13-06-0065-46,13-017,HUEHUETENANGO,SAN PEDRO NECTA,LICEO_PREUNIVERSITARIO_MIXTO_DEL_VALLE,ALDEA EL PALMAR,57612234,OLDA ONEDY HERRERA LOPEZ,VILMA JUDITH NAVICHOQUE RECINOS DE CASTILLO,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,LICEO_PREUNIVERSITARIO_MIXTO_DEL_VALLE | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,
